"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000288076",2,2,2,80,75,87,0.000359686620974204,"AC018398.2",2802,NA
"ENSG00000285909",5,4,0,214,373,115,0.000370203495166375,"AP002762.2",2820,NA
"ENSG00000287106",0,0,0,51,45,37,0.000370203495166375,"AC106743.1",2821,NA
"ENSG00000286722",0,0,1,51,72,90,0.000387211743375961,"AC009244.1",2857,NA
"ENSG00000287857",0,0,0,47,44,39,0.000395764053183271,"AL592546.3",2867,NA
"ENSG00000288235",0,0,0,90,22,56,0.000414553025685479,"FAM106C",2892,NA
"ENSG00000278206",1,1,0,62,81,113,0.000420545493794537,"AL031320.2",2903,NA
"ENSG00000207736",8,12,15,5,1,2,0.000457180162085962,"MIR657",2968,NA
"ENSG00000267385",12,10,69,3,11,2,0.000462303215480254,"AC011498.4",2985,NA
"ENSG00000287168",15,17,42,420,267,329,0.000466046262443482,"AL512625.3",2989,NA
"ENSG00000255723",0,0,0,36,80,32,0.000471369287337921,"AC108516.2",2995,NA
"ENSG00000235027",207,25,40,24,27,5,0.000479117412902738,"AC068580.3",3006,NA
"ENSG00000287503",0,0,0,30,52,51,0.000492064162338452,"AC027243.3",3020,NA
"ENSG00000285730",4,0,0,99,164,114,0.000581430284331898,"Z94721.3",3127,NA
"ENSG00000261732",1,0,0,41,98,69,0.000598836534319497,"AL031708.1",3163,NA
"ENSG00000287092",0,0,1,171,8,258,0.000629094670732894,"AL589693.1",3193,NA
"ENSG00000287837",28,12,28,732,276,408,0.000650598999000906,"AL590064.1",3211,NA
"ENSG00000286076",8,7,16,0,1,3,0.000685230866033305,"AC005050.3",3247,NA
"ENSG00000248780",4,3,76,0,0,2,0.000688839997539193,"ARL4AP2",3252,NA
"ENSG00000285533",59,72,132,85,81,99,0.000736951477822526,"RELA-DT",3318,NA
"ENSG00000286861",1,5,2,107,80,120,0.000771524576084521,"AL049779.4",3359,NA
"ENSG00000286803",0,0,0,29,48,41,0.000802892235721602,"AL109824.1",3384,NA
"ENSG00000287097",14,106,0,2,0,2,0.000806414984789862,"AL590550.1",3393,NA
"ENSG00000228347",15,6,6,1,1,0,0.000860162643582509,"FTLP17",3442,NA
"ENSG00000286219",13,10,2,318,426,251,0.000872052590811752,"NOTCH2NLC",3452,NA
"ENSG00000286640",7,53,6,5,2,4,0.000877991885778942,"AC093151.5",3461,NA
"ENSG00000287427",0,0,0,16,213,23,0.000879191121921554,"AL390236.1",3469,NA
"ENSG00000286314",8,0,2,101,359,255,0.00088126063259525,"AC010359.3",3471,NA
"ENSG00000285627",6,0,0,198,161,201,0.000901465960395182,"AC005343.4",3497,NA
"ENSG00000236592",2,7,22,0,1,0,0.000956267577329926,"S100A11P2",3544,NA
"ENSG00000286216",0,0,1,66,44,57,0.000968347620839945,"AC104335.1",3558,NA
"ENSG00000254996",40,31,77,462,729,564,0.000973446685219746,"ANKHD1-EIF4EBP3",3562,NA
"ENSG00000070729",1,7,79,0,0,2,0.000983165183449339,"CNGB1",3570,NA
"ENSG00000254851",18,25,3,3,1,4,0.00098516957398209,"AP005018.2",3572,NA
"ENSG00000266302",3,0,0,254,43,114,0.0010156544842937,"AC098850.3",3592,NA
"ENSG00000286305",6,0,3,107,112,144,0.00102837557816193,"AC004893.2",3597,NA
"ENSG00000265992",51,1,2,1,0,0,0.00103146251231977,"ESRG",3599,NA
"ENSG00000287581",0,0,0,35,26,58,0.00103364836581402,"AC016549.1",3601,NA
"ENSG00000287695",0,0,0,39,25,52,0.00104565183056102,"AC008625.1",3611,NA
"ENSG00000286316",1,0,0,52,39,91,0.00108467077561102,"Z93020.1",3647,NA
"ENSG00000276758",13,26,83,6,14,0,0.00109637170511379,"AC245884.12",3659,NA
"ENSG00000287131",5,20,56,8,1,0,0.00110257727915339,"AC096970.1",3663,NA
"ENSG00000287872",0,0,0,28,24,84,0.00119230486163056,"AC026956.2",3745,NA
"ENSG00000283515",0,0,0,50,20,48,0.00122373211226684,"AC020915.4",3771,NA
"ENSG00000254387",1,8,26,0,1,0,0.00130574466756314,"MYL12AP1",3822,NA
"ENSG00000273112",29,4,43,9,9,3,0.00135191414754469,"AL590385.2",3847,NA
"ENSG00000287769",1,1,4,64,55,102,0.00139779822849851,"AL353748.3",3874,NA
"ENSG00000286548",4,0,0,217,46,197,0.00144656925273305,"AL596214.1",3904,NA
"ENSG00000286846",0,1,0,66,26,97,0.00145503288504803,"Z93943.1",3911,NA
"ENSG00000110002",99,81,1275,190,64,63,0.00148821919494252,"VWA5A",3935,NA
"ENSG00000286035",13,5,46,306,425,426,0.00149470682373384,"AC073840.1",3947,NA
"ENSG00000286771",1,1,1,68,39,83,0.00151308059485563,"AC097658.3",3955,NA
"ENSG00000287002",3,0,2,50,83,104,0.00155185750088047,"AL589644.1",3969,NA
"ENSG00000287117",0,0,1,97,17,95,0.00168364505006148,"AC105916.1",4040,NA
"ENSG00000287936",1,0,1,49,52,80,0.00175743444700891,"AL391425.1",4084,NA
"ENSG00000233419",4,7,8,1,0,0,0.00177468993977009,"IFITM3P7",4101,NA
"ENSG00000233791",15,17,273,5,7,30,0.00178724431432462,"LINC01136",4115,NA
"ENSG00000285231",5,4,11,1,0,0,0.00178955737146814,"OOSP3",4117,NA
"ENSG00000239039",0,0,0,27,20,78,0.00180549201666761,"SNORD13",4126,NA
"ENSG00000287458",9,8,3,170,283,132,0.00187290405540046,"AL033519.5",4166,NA
"ENSG00000237169",6,13,267,3,14,15,0.00196267178044295,"RPL12P27",4200,NA
"ENSG00000287437",2,0,2,46,62,86,0.00201903422452084,"AL161662.1",4233,NA
"ENSG00000285994",12,0,1,225,643,271,0.00203344529407358,"AL731559.1",4244,NA
"ENSG00000286092",0,0,0,19,36,49,0.00212236910225459,"AC117503.5",4276,NA
"ENSG00000284685",3,0,2,57,104,58,0.00216658386042942,"AC009093.10",4288,NA
"ENSG00000287049",0,0,0,41,22,33,0.00221034353197162,"AC124862.1",4324,NA
"ENSG00000287959",1,0,0,65,43,35,0.00223863887583768,"AC021236.1",4334,NA
"ENSG00000286480",3,0,0,76,61,83,0.00230203708120269,"AC009501.2",4364,NA
"ENSG00000285801",0,0,2,29,61,157,0.00230438942785225,"AL133268.4",4367,NA
"ENSG00000167914",4,92,6,2,9,4,0.00234820464301838,"GSDMA",4394,NA
"ENSG00000285850",7,0,0,225,157,205,0.00239244371424737,"AC009152.3",4410,NA
"ENSG00000285812",1,0,0,35,58,46,0.00239359448209343,"AL390719.3",4415,NA
"ENSG00000201207",11,8,14,1,6,4,0.00256697462491442,"Y_RNA",4475,NA
"ENSG00000286288",40,54,388,69,78,31,0.00257771747632926,"AL109809.4",4478,NA
"ENSG00000258960",7,3,12,1,1,0,0.00260776516549975,"FTH1P13",4485,NA
"ENSG00000285897",8,5,10,192,102,106,0.00263200605292067,"AC004687.2",4497,NA
"ENSG00000196990",3,1,35,0,1,0,0.00267108731394416,"FAM163B",4515,NA
"ENSG00000284638",0,0,0,96,7,47,0.00269128713856609,"AC005551.1",4524,NA
"ENSG00000287829",0,0,0,35,16,52,0.00271062197474407,"AC002542.6",4533,NA
"ENSG00000285679",1,1,0,65,34,81,0.00281677178422867,"AC079142.1",4575,NA
"ENSG00000284882",18,102,669,67,80,46,0.00286483781556955,"AL359762.1",4598,NA
"ENSG00000286366",6,0,4,163,54,213,0.00294448174261052,"AC005052.2",4624,NA
"ENSG00000185842",18,7,10,181,142,1239,0.00295743562881264,"DNAH14",4631,NA
"ENSG00000288603",0,0,0,35,23,29,0.00304962864065642,"SNORA74C-2",4663,NA
"ENSG00000285758",0,1,0,56,29,48,0.00315442170437918,"AC036214.4",4695,NA
"ENSG00000270106",0,0,0,26,27,31,0.00335008539157116,"TSNAX-DISC1",4755,NA
"ENSG00000285996",0,0,0,36,25,24,0.00342835754247737,"AC006116.9",4781,NA
"ENSG00000287665",7,0,22,231,272,257,0.00353852654939378,"AC092428.1",4812,NA
"ENSG00000211766",18,13,4,5,0,1,0.00354282896711186,"TRBJ2-2P",4815,NA
"ENSG00000091482",1,6,9,0,0,0,0.00369947921061428,"SMPX",4851,NA
"ENSG00000284606",3,2,2,86,102,38,0.00371010497750498,"AC105233.4",4854,NA
"ENSG00000287378",0,0,1,32,32,72,0.00371847375177464,"AC129803.1",4859,NA
"ENSG00000286990",3,1,0,113,50,59,0.00373850349413559,"AC016026.2",4871,NA
"ENSG00000284948",16,7,14,8,3,6,0.00378365544585059,"AC107959.4",4881,NA
"ENSG00000287113",0,0,1,107,23,32,0.00382369396458168,"AL139289.2",4894,NA
"ENSG00000284906",0,0,0,16,31,45,0.00384268600803191,"AC091057.5",4902,NA
"ENSG00000243797",2,5,26,2,0,0,0.00398360859058946,"AC004917.1",4951,NA
"ENSG00000286974",25,4,20,576,228,303,0.00405947273469712,"AL662884.5",4972,NA
"ENSG00000288025",2,14,9,193,357,124,0.00413024878145718,"AC093849.4",4991,NA
"ENSG00000287405",9,8,25,165,337,142,0.00423874930708185,"AC017028.2",5017,NA
"ENSG00000162685",3,5,4,0,0,0,0.00425808550255076,"LSP1P3",5022,NA
"ENSG00000285967",67,70,191,1010,897,1179,0.00436472791978216,"NIPBL-DT",5054,NA
"ENSG00000287494",7,1,2,85,121,100,0.00443230607348267,"AC069368.2",5071,NA
"ENSG00000165548",243,25,40,16,3,51,0.00448393771005178,"TMEM63C",5084,NA
"ENSG00000287447",2,0,0,63,52,44,0.00452692141030195,"AC099501.1",5095,NA
"ENSG00000287978",78,57,290,135,52,27,0.00456668785833749,"AC245407.2",5114,NA
"ENSG00000286311",1,1,0,94,13,129,0.00458903694843254,"AL034550.3",5122,NA
"ENSG00000286559",0,0,0,49,9,46,0.00467253569714006,"AC099845.1",5151,NA
"ENSG00000232254",5,6,9,0,0,2,0.00469565840998726,"CSF2RBP1",5155,NA
"ENSG00000248643",14,2,18,168,183,373,0.00473282922142078,"RBM14-RBM4",5162,NA
"ENSG00000286524",0,0,0,24,17,47,0.00473405845341142,"AC092567.2",5165,NA
"ENSG00000288046",7,1,0,17,554,391,0.00479602481896775,"AL031123.5",5171,NA
"ENSG00000285921",0,0,0,41,43,11,0.00480232624279267,"AP000779.1",5172,NA
"ENSG00000287180",2,1,3,82,38,58,0.00493542994575323,"AC106818.2",5195,NA
"ENSG00000285676",8,0,2,125,162,112,0.00503481942377956,"AL158212.5",5217,NA
"ENSG00000287799",2,1,0,41,66,54,0.00523284470553341,"AC005014.4",5276,NA
"ENSG00000287386",0,0,0,18,30,31,0.00523486279786625,"AC009248.3",5282,NA
"ENSG00000286193",0,0,0,32,25,20,0.00532783544413154,"AC025449.2",5305,NA
"ENSG00000287642",20,8,4,3,5,2,0.00537440742195894,"AC093599.2",5317,NA
"ENSG00000287431",1,3,6,62,50,185,0.00540412241663836,"AC027601.5",5319,NA
"ENSG00000213204",4,0,0,69,81,88,0.00542482006324589,"AL049697.1",5323,NA
"ENSG00000284783",0,0,0,23,19,38,0.0054264471685818,"AC091057.4",5325,NA
"ENSG00000285813",6,4,5,87,98,77,0.0054264471685818,"AP000813.1",5326,NA
"ENSG00000285669",1,4,25,252,209,165,0.00548817792202466,"AC026979.4",5338,NA
"ENSG00000287121",1,1,0,40,47,52,0.00551765662830148,"AC007220.2",5346,NA
"ENSG00000188730",6,1,7,0,0,0,0.00556076586043599,"VWC2",5352,NA
"ENSG00000250978",1,9,4,0,0,0,0.00557717388287902,"AC079467.1",5362,NA
"ENSG00000284976",341,275,488,593,414,255,0.0057643945434672,"BX255925.3",5407,NA
"ENSG00000285331",7,2,6,152,53,143,0.00594016062541019,"AC090517.5",5439,NA
"ENSG00000267461",3,2,45,3,0,0,0.00602944681749797,"AC079210.1",5453,NA
"ENSG00000285081",1,0,3,28,111,51,0.00615885596231646,"AC004593.1",5485,NA
"ENSG00000286608",0,1,0,39,30,37,0.00639067610629495,"AC010201.3",5534,NA
"ENSG00000274322",2,0,0,76,34,49,0.0064702994431128,"AL136531.2",5558,NA
"ENSG00000288612",37,52,387,104,54,49,0.00647612647273763,"AL133351.4",5562,NA
"ENSG00000163235",131,173,1592,306,26,13,0.00654912903381724,"TGFA",5575,NA
"ENSG00000285603",0,0,0,27,13,43,0.00656052931403448,"AL035693.1",5578,NA
"ENSG00000254572",5,4,14,3,2,2,0.0067251366923322,"GLULP3",5604,NA
"ENSG00000286615",1,0,0,25,68,28,0.0067251366923322,"AC011416.4",5605,NA
"ENSG00000185985",3,1,20,0,0,1,0.00697847263180907,"SLITRK2",5650,NA
"ENSG00000241656",3,5,6,0,0,1,0.00705669670536076,"UBA52P7",5665,NA
"ENSG00000287214",7,5,4,97,91,98,0.00709976574642958,"AC021321.2",5674,NA
"ENSG00000286677",1,0,1,55,20,79,0.00714295914919423,"AP006545.3",5689,NA
"ENSG00000285697",0,0,0,16,31,27,0.00719718207483779,"AC002059.3",5699,NA
"ENSG00000285852",2,0,0,47,25,130,0.00719974573929732,"AL353147.1",5703,NA
"ENSG00000286365",3,2,0,72,54,65,0.00721252496658114,"AP000553.9",5706,NA
"ENSG00000284968",7,3,19,88,185,213,0.00723024612121015,"AC093827.4",5708,NA
"ENSG00000288075",6,3,32,439,111,286,0.00729952238042587,"AC108519.1",5726,NA
"ENSG00000177338",3,15,2,1,1,0,0.00733851338130722,"LINC00469",5735,NA
"ENSG00000259030",1,1,3,41,47,56,0.00733851338130722,"FPGT-TNNI3K",5736,NA
"ENSG00000285530",0,0,0,57,19,13,0.00734238277077176,"AL445928.2",5738,NA
"ENSG00000287141",0,0,0,16,25,33,0.00740013363461654,"AC093675.2",5748,NA
"ENSG00000258210",0,1,0,26,30,52,0.00766662773672576,"AC144548.1",5804,NA
"ENSG00000286138",2,0,0,28,45,108,0.00777019894400172,"AC010336.7",5820,NA
"ENSG00000288018",1,1,1,44,25,80,0.00779380141184544,"AP003120.1",5830,NA
"ENSG00000286256",12,33,79,2,1,24,0.00791938931975555,"AC084871.3",5854,NA
"ENSG00000287355",0,0,1,21,111,17,0.00813142290420963,"AL451123.2",5897,NA
"ENSG00000285581",2,0,1,32,53,53,0.00848433211348536,"AC091196.1",5942,NA
"ENSG00000231095",1,3,38,3,1,1,0.00869104989426372,"GYG1P3",5977,NA
"ENSG00000285577",0,0,0,2,79,48,0.00933660047867127,"AC019127.1",6079,NA
"ENSG00000284930",5,29,120,3,24,1,0.00944655991962324,"AC005280.2",6090,NA
"ENSG00000286828",0,0,0,31,11,32,0.0098073879344832,"AC008883.3",6137,NA
"ENSG00000254695",2,0,30,0,0,0,0.00998158445624055,"AC087379.2",6177,NA
